BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod
11490,C0S Smithwicks Irish Red ? 06.28.15,Irish Red Ale,20.82,1.062,1.018,5.83,23.61,13.73,28.13,60,1.046,79.0,Specific Gravity,BIAB
11494,Evil Dead Red UK,Irish Red Ale,18.93,1.054,1.01,5.76,0.0,18.29,26.5,30,1.042,75.0,Specific Gravity,All Grain
11503,Irish Red Ale,Irish Red Ale,20.82,1.058,1.011,6.16,33.49,18.02,28.39,90,1.042,70.0,Specific Gravity,BIAB
11504,Rusty Ale,Irish Red Ale,24.0,1.0490000000000002,1.014,4.67,42.11,26.81,12.0,60,1.099,35.0,Specific Gravity,Partial Mash
11511,Cream Ale,Irish Cream Ale,21.0,1.046,1.01,4.66,16.4,4.96,25.0,60,1.0390000000000001,75.0,Specific Gravity,All Grain
11512,Cascara enkel,Irish Pale Ale,37.85,1.052,1.014,5.1,18.19,4.73,48.72,90,1.041,92.0,Specific Gravity,All Grain
11543,Welsh's Vienna Lager,Irish Lager,18.93,1.053,1.013,5.23,0.0,7.78,26.5,60,1.042,75.0,Specific Gravity,All Grain
11574,Butterbeer,Irish Cream Ale,18.93,1.052,1.015,4.82,14.27,5.7,26.5,60,1.037,60.0,Specific Gravity,BIAB
11623,BE,Irish Pale Ale,29.0,1.053,1.01,5.6,27.55,7.26,36.0,60,1.043,70.0,Specific Gravity,All Grain
11679,Celtic red potato ale,Irish Red Ale,3.79,1.055,1.014,5.5,25.35,14.94,7.57,60,1.028,68.0,Specific Gravity,BIAB
11695,Irish,Irish Red Ale,41.64,1.051,1.013,5.05,31.85,12.95,34.07,60,1.063,35.0,Specific Gravity,extract
11698,Cream ale brewed 02-22-2014,Irish Cream Ale,43.53,1.044,1.012,4.11,17.06,3.73,49.21,60,1.038,70.0,Specific Gravity,All Grain
11699,Cream Ale,Irish Cream Ale,15.14,1.053,1.018,4.56,23.46,2.91,22.71,60,1.026,70.0,Specific Gravity,Partial Mash
11727,Guinness Clone,Irish Red Ale,21.0,1.045,1.013,4.19,47.91,38.23,28.5,90,1.033,70.0,Specific Gravity,BIAB
11828,Paddy's Irish Red Ale,Irish Red Ale,21.0,1.043,1.012,4.06,23.95,12.96,11.0,60,1.082,35.0,Specific Gravity,extract
11831,Adrian's Graceful Ale,Irish Pale Ale,18.93,1.052,1.014,5.04,29.05,10.77,11.36,60,1.087,35.0,Specific Gravity,extract
11877,461 Rainy Irish Red Ale,Irish Red Ale,20.82,1.0590000000000002,1.018,5.49,27.48,15.19,31.53,60,1.0390000000000001,70.0,Specific Gravity,All Grain
11902,Citra Belgian Pale,Irish Pale Ale,821.43,1.063,1.014,6.5,11.95,3.7,908.5,60,1.057,90.0,Specific Gravity,All Grain
11943,Mr. G Spot,Irish Cream Ale,18.93,1.056,1.014,5.6,0.0,12.82,26.5,60,1.042,75.0,Specific Gravity,All Grain
11987,Meelin Irish Stout,Irish Dry Stout,22.71,1.0490000000000002,1.012,4.92,38.47,31.86,26.5,60,1.0390000000000001,72.0,Specific Gravity,BIAB
12078,SMaSH - Cream Ale,Irish Cream Ale,18.93,1.051,1.012,5.21,22.51,3.93,22.71,60,1.043,35.0,Specific Gravity,extract
12103,Red April,Irish Red Ale,20.0,1.069,1.0190000000000001,6.56,35.88,14.07,30.0,90,1.046,70.0,Specific Gravity,Partial Mash
12128,Red Ale,Irish Red Ale,647.31,1.048,1.0090000000000001,5.19,31.03,13.86,715.44,60,1.043,81.0,Specific Gravity,All Grain
12179,Sainsbury Chocolate Stout,Irish Dry Stout,20.82,1.0490000000000002,1.014,4.63,37.74,39.1,11.36,60,1.09,35.0,Specific Gravity,extract
12195,Liberty cream ale,Irish Cream Ale,18.93,1.046,1.01,4.78,28.25,3.1,22.71,60,1.0390000000000001,65.0,Specific Gravity,All Grain
12199,Guinness Clone,Irish Dry Stout,9.5,1.044,1.011,4.37,42.44,38.88,17.1,60,1.024,75.0,Specific Gravity,BIAB
12216,Wanderer,Irish Pale Ale,20.82,1.052,1.013,5.22,22.85,4.26,28.39,90,1.042,75.0,Specific Gravity,All Grain
12273,Cream Ale,Irish Cream Ale,20.82,1.0490000000000002,1.011,4.99,15.75,2.48,28.39,90,1.036,70.0,Specific Gravity,All Grain
12275,Irish Red,Irish Red Ale,7.57,1.053,1.012,5.33,17.1,14.41,11.36,60,1.035,75.0,Specific Gravity,BIAB
12301,104 - Red Rice Mower (Safale05),Irish Cream Ale,24.61,1.07,1.015,7.23,23.47,11.58,35.96,90,1.048,75.0,Specific Gravity,All Grain
12320,"Standard Pale Ale ""Party Bifrost""/Kawale",Irish Pale Ale,22.0,1.061,1.015,5.98,24.41,5.97,25.0,60,1.053,35.0,Specific Gravity,extract
12330,Belgian Blonde Ale (16E),Irish Pale Ale,9.46,1.052,1.012,5.28,21.45,8.01,13.25,60,1.037,70.0,Specific Gravity,All Grain
12333,O'Laddy Stout,Irish Dry Stout,11.36,1.052,1.014,4.96,38.47,41.08,18.93,60,1.031,72.0,Specific Gravity,All Grain
12377,Evil Dead Red US IV,Irish Red Ale,18.93,1.054,1.01,5.76,0.0,18.29,26.5,30,1.042,75.0,Specific Gravity,All Grain
12448,Hacienda Lager 3.5g,Irish Lager,13.25,1.044,1.012,4.31,20.69,7.19,20.82,90,1.028,70.0,Specific Gravity,BIAB
12449,Kjeller 5 Irish Red Ale 20 l,Irish Red Ale,20.0,1.053,1.013,5.31,26.62,20.58,23.0,60,1.046,72.0,Specific Gravity,BIAB
12507,Honey Cream Ale,Irish Cream Ale,18.93,1.052,1.013,5.07,0.0,9.83,24.61,60,1.04,63.0,Specific Gravity,All Grain
12525,Ale Adom Rishon - Braumeister 20L,Irish Red Ale,20.0,1.048,1.011,4.81,32.77,15.23,23.0,60,1.042,60.0,Specific Gravity,All Grain
12533,Dinkey Creek Red,Irish Lager,45.4,1.054,1.014,5.2,31.1,15.95,53.0,60,1.046,64.0,Specific Gravity,All Grain
12568,Mike Harsch's Red IPA,Irish Red Ale,18.93,1.064,1.016,6.31,0.0,18.41,18.93,60,1.042,75.0,Specific Gravity,All Grain
12579,Apricot Cream Tart,Irish Cream Ale,17.03,1.054,1.016,5.04,35.91,6.48,22.71,60,1.041,75.0,Specific Gravity,All Grain
12588,Jake's Smithwicks Clone,Irish Red Ale,20.82,1.06,1.0170000000000001,5.68,23.5,23.77,24.61,60,1.051,75.0,Specific Gravity,All Grain
12606,Honey Cream Ale,Irish Cream Ale,20.82,1.058,1.012,6.02,19.1,6.51,24.61,60,1.0490000000000002,80.0,Specific Gravity,All Grain
12701,The Tettnanger,Irish Pale Ale,23.0,1.05,1.0090000000000001,5.43,22.42,7.78,14.0,90,1.082,70.0,Specific Gravity,All Grain
12724,Raging Red Irish Red Ale,Irish Red Ale,20.82,1.056,1.01,5.98,21.3,14.43,28.39,60,1.041,75.0,Specific Gravity,BIAB
12742,Irish Dry Stout,Irish Dry Stout,25.0,1.041,1.01,4.1,34.74,37.61,35.0,90,1.03,70.0,Specific Gravity,All Grain
12758,Belgian Pale Ale,Irish Pale Ale,18.93,1.053,1.013,5.2,0.0,9.91,18.93,60,1.042,75.0,Specific Gravity,All Grain
12777,Belgian Blonde,Irish Pale Ale,21.0,1.068,1.021,6.21,31.71,5.64,26.0,90,1.055,70.0,Specific Gravity,BIAB
12858,Candee cream ale extract,Irish Cream Ale,39.75,1.051,1.013,5.03,37.99,5.76,30.28,60,1.067,35.0,Specific Gravity,extract
12913,Cream Ale with corn meal brewed 05-20 & 22-2...,Irish Cream Ale,43.53,1.043,1.012,4.09,17.06,2.63,49.21,60,1.038,70.0,Specific Gravity,All Grain
12933,Cream Ale,Irish Cream Ale,22.71,1.042,1.011,4.18,32.32,5.34,22.71,60,1.042,75.0,Specific Gravity,All Grain
13022,Awesome Recipe,Irish Extra Stout,225.0,1.052,1.013,5.14,23.84,24.44,57.0,60,1.078,63.0,Specific Gravity,Partial Mash
13048,Irish Republican Ale,Irish Red Ale,18.93,1.0590000000000002,1.014,5.89,37.79,16.04,28.39,60,1.0390000000000001,70.0,Specific Gravity,All Grain
13057,McBax's Irish Red,Irish Red Ale,18.93,1.045,1.013,4.22,33.52,13.65,11.36,60,1.075,35.0,Specific Gravity,extract
13079,Belgian blonde,Irish Pale Ale,25.0,1.0590000000000002,1.012,6.06,25.37,3.78,30.0,60,1.0490000000000002,50.0,Specific Gravity,All Grain
13083,Red Ale,Irish Red Ale,1000.0,1.043,1.011,4.24,20.03,14.88,1000.0,60,1.043,60.0,Specific Gravity,All Grain
13107,Evil Dead Red,Irish Red Ale,18.93,1.054,1.01,5.76,0.0,18.29,26.5,30,1.042,75.0,Specific Gravity,All Grain
13142,Kvae,Irish Lager,42.0,1.052,1.012,5.24,32.79,9.03,50.0,90,1.044,75.0,Specific Gravity,All Grain
13225,Country Girl Creamy Blonde,Irish Cream Ale,18.93,1.05,1.012,4.92,15.64,3.76,22.71,60,1.042,72.0,Specific Gravity,All Grain
13263,Big Al's Cream Ale,Irish Cream Ale,20.82,1.048,1.013,4.69,16.34,3.2,28.39,60,1.035,75.0,Specific Gravity,All Grain
13264,Crossed Cannon Cream Ale,Irish Cream Ale,4.16,1.052,1.014,4.86,21.98,4.82,6.81,60,1.032,70.0,Specific Gravity,BIAB
13289,Mo's Cream Ale1.2,Irish Cream Ale,18.93,1.0490000000000002,1.011,4.9,0.0,6.6,22.71,60,1.042,75.0,Specific Gravity,Partial Mash
13299,Yuppie,Irish Lager,90.85,1.064,1.0170000000000001,6.15,49.8,13.26,94.64,60,1.061,70.0,Specific Gravity,All Grain
13335,Den Røde Pirat,Irish Lager,12.0,1.053,1.01,5.6,27.86,13.93,17.0,60,1.037,70.0,Specific Gravity,All Grain
13450,Stephen Shaffner's Recipe,Irish Pale Ale,18.93,1.053,1.013,5.25,0.0,9.53,18.93,60,1.042,75.0,Specific Gravity,extract
13461,Red Irish Cream Ale,Irish Red Ale,26.5,1.0490000000000002,1.012,4.84,36.35,14.55,28.0,90,1.046,72.0,Specific Gravity,All Grain
13519,Cream of the Crop Ale (modified),Irish Cream Ale,18.93,1.053,1.01,5.66,22.34,3.38,11.36,60,1.089,35.0,Specific Gravity,extract
13526,Petrus Barrel Kombucha,Irish Pale Ale,18.93,1.063,1.015,6.42,26.03,3.54,24.61,80,1.0490000000000002,78.0,Specific Gravity,All Grain
13538,Citra Cream Ale,Irish Cream Ale,45.42,1.056,1.013,5.6,30.93,3.72,49.21,60,1.052,70.0,Specific Gravity,All Grain
13567,Degusta Vienna Lager,Irish Lager,40.0,1.051,1.008,5.63,30.38,6.57,40.0,60,1.051,60.0,Specific Gravity,All Grain
13569,Wreck 'em Red,Irish Red Ale,20.0,1.06,1.016,5.72,23.37,13.83,27.0,60,1.044,60.0,Specific Gravity,All Grain
13693,Child Corn - Blueberry Cream Ale,Irish Cream Ale,21.77,1.067,1.013,7.07,18.73,5.74,28.39,60,1.036,75.0,Specific Gravity,All Grain
13733,Kiss Me I'm...Irish Red Ale,Irish Red Ale,18.93,1.044,1.008,4.71,29.25,16.97,11.36,60,1.074,35.0,Specific Gravity,extract
13740,Another Stout Recipe,Irish Dry Stout,3.79,1.028,1.005,2.96,41.55,50.0,11.36,60,1.0090000000000001,35.0,Specific Gravity,All Grain
13761,Matilda,Irish Pale Ale,19.87,1.075,1.021,7.08,26.73,8.33,24.61,60,1.061,50.0,Specific Gravity,Partial Mash
13820,Headless Monk II,Irish Pale Ale,18.93,1.045,1.01,4.57,6.17,10.48,19.87,45,1.043,35.0,Specific Gravity,extract
13841,Evil Dead Red II,Irish Red Ale,18.93,1.054,1.01,5.76,0.0,18.29,26.5,30,1.042,75.0,Specific Gravity,All Grain
13874,Saint Louis Irish Red,Irish Red Ale,18.93,1.05,1.013,4.91,18.06,12.06,22.71,75,1.042,75.0,Specific Gravity,All Grain
13875,Irish Red 6-22,Irish Red Ale,37.85,1.068,1.0170000000000001,6.68,0.0,17.48,45.42,60,1.042,75.0,Specific Gravity,All Grain
13878,AG Cream Ale,Irish Cream Ale,5.68,1.042,1.0090000000000001,4.24,26.93,3.71,9.46,60,1.025,50.0,Specific Gravity,BIAB
13881,Etterbeek Amber II,Irish Pale Ale,45.42,1.057,1.014,5.66,30.55,10.96,53.0,90,1.043,70.0,Specific Gravity,All Grain
13910,Scorp Blood II,Irish Red Ale,37.85,1.088,1.021,8.87,96.23,19.63,45.42,60,1.074,75.0,Specific Gravity,All Grain
13935,Irish Red,Irish Red Ale,21.5,1.051,1.015,4.78,38.69,15.46,28.5,90,1.038,78.0,Specific Gravity,All Grain
13942,Belgian Pale Ale,Irish Pale Ale,21.0,1.054,1.013,5.37,22.46,8.34,26.2,90,1.043,76.0,Specific Gravity,All Grain
14032,Gold Viena Lager Beer,Irish Lager,10.0,1.042,1.012,3.98,29.59,11.95,12.0,70,1.035,70.0,Specific Gravity,All Grain
14055,Cream Ale,Irish Cream Ale,20.82,1.043,1.011,4.2,23.41,2.81,11.36,60,1.08,70.0,Specific Gravity,Partial Mash
14069,Red Wing Bitter,Irish Red Ale,18.93,1.06,1.015,5.85,0.0,15.17,20.82,60,1.042,75.0,Specific Gravity,All Grain
14128,King Corn Cream Ale,Irish Cream Ale,170.34,1.048,1.0090000000000001,5.2,15.72,4.86,189.27,90,1.043,75.0,Specific Gravity,All Grain
14138,Belgian White IPA,Irish Pale Ale,11.36,1.054,1.01,5.78,32.56,3.48,28.39,60,1.022,70.0,Specific Gravity,BIAB
14150,Ashland pale,Irish Pale Ale,20.82,1.051,1.0090000000000001,5.48,30.39,8.94,27.44,60,1.0390000000000001,69.0,Specific Gravity,All Grain
14185,Cream ale,Irish Cream Ale,22.71,1.054,1.012,5.44,19.42,2.97,30.28,60,1.04,75.0,Specific Gravity,BIAB
14200,Spotted Cow Clone,Irish Cream Ale,11.36,1.05,1.012,4.88,26.03,3.68,5.68,60,1.099,35.0,Specific Gravity,Partial Mash
14217,Cream Ale,Irish Cream Ale,19.87,1.045,1.0070000000000001,4.94,18.91,2.98,30.28,60,1.03,80.0,Specific Gravity,All Grain
14277,Peach Wood Cream Ale,Irish Cream Ale,19.87,1.052,1.011,5.45,18.77,4.2,23.66,60,1.044,70.0,Specific Gravity,All Grain
14362,Kitchen Sink #1,Irish Red Ale,41.64,1.048,1.012,4.68,21.45,13.08,54.89,90,1.036,62.7,Specific Gravity,All Grain
14363,30# CREAM ALE,Irish Cream Ale,75.71,1.038,1.0070000000000001,4.01,22.12,4.39,94.64,60,1.03,70.0,Specific Gravity,All Grain
14373,NovemberScottishAle,Irish Red Ale,18.93,1.082,1.021,8.11,45.83,29.1,30.28,60,1.051,71.3,Specific Gravity,All Grain
14377,Cream of Summer Ale,Irish Cream Ale,18.93,1.055,1.016,5.15,8.08,10.59,28.39,60,1.037,70.0,Specific Gravity,All Grain
14389,Extra Innings Billy,Irish Lager,20.82,1.047,1.0090000000000001,4.98,20.81,8.94,24.61,90,1.04,73.0,Specific Gravity,All Grain
14469,Amarillo Red,Irish Red Ale,18.93,1.06,1.015,5.95,24.09,17.53,28.39,60,1.04,70.0,Specific Gravity,All Grain
14498,Tillfredsställande Ljust öl,Irish Cream Ale,19.0,1.0490000000000002,1.01,5.07,20.67,3.0,20.0,60,1.046,65.0,Specific Gravity,BIAB
14500,Cream Ale #1,Irish Cream Ale,19.91,1.045,1.012,4.4,0.0,3.0,20.8,60,1.042,70.0,Specific Gravity,All Grain
14521,Eisenbahn pale ale 2800L,Irish Pale Ale,2800.0,1.048,1.012,4.8,16.34,6.31,2900.0,60,1.046,83.0,Specific Gravity,All Grain
14579,Oatmeal Cream Ale,Irish Cream Ale,20.82,1.048,1.011,4.88,13.19,3.18,11.36,60,1.088,35.0,Specific Gravity,Partial Mash
14599,Irish Red AleMardi Gras,Irish Red Ale,17.03,1.056,1.014,5.39,19.11,15.2,25.74,60,1.037,65.0,Specific Gravity,All Grain
14611,Coffee and Cream,Irish Cream Ale,91.0,1.054,1.01,5.84,16.34,5.49,91.0,60,1.053,79.0,Specific Gravity,All Grain
14620,Cluster's Honey Cream Ale,Irish Cream Ale,87.06,1.052,1.011,5.33,19.57,7.1,102.21,60,1.035,88.0,Specific Gravity,All Grain
14625,Cream Ale,Irish Cream Ale,17.03,1.052,1.012,5.34,19.7,3.74,20.82,60,1.042,65.0,Specific Gravity,All Grain
14632,Antwerp Afternoon,Irish Pale Ale,20.82,1.054,1.0090000000000001,5.9,27.28,8.34,28.39,60,1.04,70.0,Specific Gravity,All Grain
14657,Irish Red,Irish Red Ale,20.82,1.052,1.015,4.84,26.06,16.91,26.5,75,1.041,70.0,Specific Gravity,All Grain
14697,Irish Red,Irish Red Ale,20.82,1.0590000000000002,1.015,5.97,21.17,14.3,9.46,60,1.047,65.0,Specific Gravity,extract
14701,Tea & Toast,Irish Pale Ale,25.0,1.057,1.013,5.72,20.68,10.19,30.0,90,1.047,75.0,Specific Gravity,All Grain
14710,Toasted Lager,Irish Lager,24.61,1.052,1.012,5.26,29.29,11.26,30.28,90,1.042,72.0,Specific Gravity,BIAB
14716,Canned AG Starter,Irish Cream Ale,2.27,1.0390000000000001,1.01,3.82,0.0,2.95,2.27,60,1.0390000000000001,70.0,Specific Gravity,BIAB
14732,Red Cream Ale,Irish Cream Ale,21.77,1.044,1.01,4.44,14.47,18.89,28.39,60,1.033,60.0,Specific Gravity,BIAB
14750,Big Kings Cream Ale,Irish Cream Ale,20.82,1.062,1.013,6.37,63.47,3.47,28.39,60,1.045,70.0,Specific Gravity,All Grain
14772,Homage to the Fallen BPA 2,Irish Pale Ale,25.74,1.061,1.0070000000000001,7.11,19.3,5.3,32.18,60,1.0490000000000002,80.0,Specific Gravity,All Grain
14776,Boston Marathon Lager,Irish Lager,20.82,1.048,1.0090000000000001,5.15,26.42,11.54,29.15,60,1.034,60.0,Specific Gravity,BIAB
14819,Half-Pipe Medium Distance Hero,Irish Cream Ale,20.82,1.054,1.015,5.13,15.06,3.27,24.61,90,1.042,72.0,Specific Gravity,All Grain
14845,Red Neck Ale 2.0,Irish Red Ale,18.93,1.071,1.013,7.63,46.88,17.69,22.71,60,1.0590000000000002,60.0,Specific Gravity,All Grain
14854,Irish Red Ale,Irish Red Ale,18.93,1.099,1.028,9.29,60.14,50.0,22.71,60,1.082,35.0,Specific Gravity,extract
14882,Shomonkai Ale,Irish Cream Ale,11.5,1.05,1.012,5.03,16.41,3.21,11.0,60,1.052,70.0,Specific Gravity,Partial Mash
14884,Improv Irish Red,Irish Red Ale,20.82,1.0590000000000002,1.016,5.62,21.37,14.88,28.39,60,1.043,75.0,Specific Gravity,All Grain
14958,AHS Cream Ale,Irish Cream Ale,20.82,1.057,1.014,5.63,23.07,4.61,28.39,60,1.04,77.0,Specific Gravity,All Grain
15002,Cream Ale,Irish Cream Ale,18.93,1.045,1.008,4.74,25.1,5.83,9.46,60,1.089,35.0,Specific Gravity,extract
15021,Eyneburg Abbey Bier,Irish Pale Ale,7.57,1.054,1.01,5.76,18.52,12.81,12.3,60,1.033,70.0,Specific Gravity,BIAB
15056,#17 Restart,Irish Red Ale,21.0,1.0490000000000002,1.01,5.11,25.64,10.12,28.5,90,1.036,75.0,Specific Gravity,BIAB
15057,McGreevy's Irish Red,Irish Red Ale,18.93,1.051,1.016,4.6,0.0,13.54,18.93,60,1.042,75.0,Specific Gravity,All Grain
15090,Irish Red Ale,Irish Red Ale,18.93,1.045,1.01,4.52,25.19,10.06,20.82,60,1.041,70.0,Specific Gravity,All Grain
15100,Blueberry Red Ale,Irish Red Ale,7.57,1.051,1.012,5.12,25.4,14.94,9.46,60,1.041,70.0,Specific Gravity,BIAB
15106,Blondie Blonderson,Irish Cream Ale,20.82,1.055,1.015,5.29,17.9,7.63,24.61,60,1.047,70.0,Specific Gravity,All Grain
15114,Irish Stout,Irish Extra Stout,21.0,1.06,1.0170000000000001,5.66,28.92,35.41,11.5,90,1.109,67.0,Specific Gravity,Partial Mash
15169,Bota AmarALE - Pale Ale,Irish Pale Ale,100.0,1.054,1.016,4.89,24.28,9.29,127.0,70,1.042,72.0,Specific Gravity,All Grain
15185,Home run II,Irish Red Ale,49.21,1.0490000000000002,1.012,4.87,25.6,14.44,53.0,60,1.045,70.0,Specific Gravity,All Grain
15221,Lc3 sylva/pilgrim hop cream ale,Irish Cream Ale,22.71,1.044,1.0070000000000001,4.87,17.35,2.99,28.39,90,1.035,45.0,Specific Gravity,extract
15232,Vienna Jan 16,Irish Lager,21.0,1.058,1.016,5.58,43.53,5.51,28.5,60,1.043,70.0,Specific Gravity,All Grain
15240,Honey Cream Ale,Irish Cream Ale,18.93,1.054,1.015,5.07,13.28,7.17,22.86,60,1.044,75.0,Specific Gravity,All Grain
15246,Golden Rod,Irish Pale Ale,19.0,1.114,1.026,11.6,46.25,5.19,25.0,60,1.087,85.0,Specific Gravity,All Grain
15265,Irish Red 3,Irish Red Ale,18.93,1.052,1.013,5.11,30.98,17.14,34.07,60,1.0290000000000001,70.0,Specific Gravity,All Grain
15334,Mexican Vienna Tier 6,Irish Lager,24.61,1.063,1.0170000000000001,6.06,36.66,18.12,32.18,90,1.0490000000000002,75.0,Specific Gravity,All Grain
15356,Dos xx,Irish Lager,18.93,1.05,1.013,4.94,21.28,10.41,18.93,60,1.05,35.0,Specific Gravity,All Grain
15443,Vienna,Irish Lager,45.42,1.05,1.012,5.03,25.86,13.12,56.4,90,1.04,80.0,Specific Gravity,All Grain
15474,Paddy Murphy's Red Ale,Irish Red Ale,20.82,1.054,1.015,5.11,25.86,13.99,28.39,60,1.04,75.0,Specific Gravity,All Grain
15486,Red Ale II,Irish Red Ale,43.53,1.055,1.015,5.25,31.31,19.86,51.1,60,1.047,85.0,Specific Gravity,All Grain
15494,Evil Dead Red US III,Irish Red Ale,18.93,1.054,1.01,5.76,0.0,18.29,26.5,30,1.042,75.0,Specific Gravity,All Grain
15508,Cream Ale,Irish Cream Ale,21.0,1.046,1.012,4.56,16.31,11.09,28.5,60,1.034,75.0,Specific Gravity,All Grain
15518,Tukun  Munich Helles,Irish Pale Ale,37.85,1.062,1.014,6.3,11.28,17.72,45.42,90,1.052,75.0,Specific Gravity,All Grain
15521,McSpena Irish Ale,Irish Red Ale,19.87,1.057,1.014,5.6,0.0,14.08,18.93,60,1.042,75.0,Specific Gravity,Partial Mash
15528,Small batch super sour,Irish Pale Ale,3.79,1.047,1.012,4.59,2.35,4.5,3.79,20,1.047,35.0,Specific Gravity,extract
15548,American Cream Ale,Irish Cream Ale,20.82,1.048,1.014,4.46,23.17,3.46,24.61,60,1.04,60.0,Specific Gravity,All Grain
15570,Imperial Red Ale,Irish Red Ale,24.61,1.091,1.024,8.82,101.83,19.3,30.28,60,1.074,72.0,Specific Gravity,All Grain
15576,Irish Red,Irish Red Ale,18.93,1.058,1.016,5.53,35.23,18.29,22.71,60,1.048,70.0,Specific Gravity,All Grain
15617,UVL // Studio,Irish Lager,4900.0,1.053,1.013,5.24,22.25,7.06,5050.0,75,1.052,85.0,Specific Gravity,All Grain
15627,Irish Red Ale,Irish Red Ale,20.82,1.046,1.01,4.69,18.21,13.3,26.5,60,1.036,78.0,Specific Gravity,BIAB
15661,Vienna Lager,Irish Lager,18.0,1.052,1.0170000000000001,4.57,26.74,11.32,20.0,60,1.047,75.0,Specific Gravity,All Grain
15694,Lc4 chinook dark cream ale,Irish Cream Ale,22.71,1.051,1.01,5.4,17.07,26.24,28.39,90,1.041,65.0,Specific Gravity,extract
15709,Tre gamle damer,Irish Pale Ale,21.0,1.0490000000000002,1.012,4.82,29.2,8.4,28.5,90,1.036,63.0,Specific Gravity,All Grain
15712,Amber,Irish Lager,20.0,1.0490000000000002,1.012,4.85,21.36,15.92,23.0,60,1.043,70.0,Specific Gravity,All Grain
15735,Belgian Wheat,Irish Pale Ale,20.82,1.056,1.011,5.84,32.51,6.65,26.5,90,1.044,70.0,Specific Gravity,All Grain
15740,Bill Lyon's Recipe,Irish Cream Ale,41.64,1.05,1.013,4.94,0.0,3.49,45.46,60,1.042,75.0,Specific Gravity,All Grain
15772,D0S Irish Red Ale ? 10.16.15,Irish Red Ale,18.93,1.085,1.024,8.02,28.44,18.78,30.28,90,1.053,91.0,Specific Gravity,BIAB
15779,Imperial Irish Red,Irish Red Ale,19.87,1.0590000000000002,1.015,5.68,0.0,11.07,11.36,60,1.103,80.0,Specific Gravity,BIAB
15824,Seven Heaven Cream Ale,Irish Cream Ale,20.82,1.041,1.0090000000000001,4.33,20.9,3.46,11.36,60,1.0759999999999998,62.0,Specific Gravity,Partial Mash
15837,The American cream,Irish Cream Ale,20.82,1.042,1.0070000000000001,4.62,20.0,4.29,24.61,60,1.036,80.0,Specific Gravity,BIAB
15876,Hoppy irish red,Irish Red Ale,23.0,1.063,1.02,5.67,24.32,31.43,27.5,60,1.053,82.0,Specific Gravity,All Grain
15928,2 Dogs Patersbier,Irish Pale Ale,4.0,1.055,1.015,5.27,19.63,3.41,7.0,70,1.032,70.0,Specific Gravity,BIAB
15929,Orval,Irish Pale Ale,41.64,1.054,1.012,5.56,41.93,7.93,47.32,90,1.048,70.0,Specific Gravity,All Grain
15971,Moon Hooch,Irish Pale Ale,13.25,1.054,1.011,5.69,20.18,7.77,18.93,90,1.038,75.0,Specific Gravity,All Grain
16026,Boston Lager Clone,Irish Lager,18.93,1.053,1.01,5.74,33.19,11.06,20.82,60,1.048,35.0,Specific Gravity,extract
16048,Fruit Beer - Incognito Blueberry 2,Irish Red Ale,20.82,1.063,1.012,6.6,29.38,18.94,28.39,60,1.046,75.0,Specific Gravity,All Grain
16070,Vienna Lager Millstream Brewing Co. (GM 2010...,Irish Lager,40.0,1.051,1.015,4.8,22.9,10.95,48.0,60,1.043,75.0,Specific Gravity,All Grain
16091,Belgian pale ale,Irish Pale Ale,20.82,1.054,1.0070000000000001,6.08,26.83,7.65,26.5,90,1.042,70.0,Specific Gravity,All Grain
16101,Liberty Cream Ale,Irish Cream Ale,18.93,1.043,1.008,4.59,15.01,8.29,9.46,60,1.0859999999999999,35.0,Specific Gravity,extract
16124,Olleke Bolleke,Irish Pale Ale,15.5,1.047,1.011,4.81,27.24,10.79,20.0,60,1.037,73.0,Specific Gravity,All Grain
16165,Imperial Coffee Cream Ale,Irish Cream Ale,18.93,1.079,1.026,7.0,29.58,6.52,28.39,60,1.053,70.0,Specific Gravity,All Grain
16190,Session Tripel,Irish Pale Ale,20.82,1.057,1.014,5.62,13.53,6.16,30.28,60,1.0390000000000001,77.0,Specific Gravity,All Grain
16191,Waltz Away,Irish Lager,21.0,1.048,1.0070000000000001,5.38,26.46,13.04,28.5,90,1.033,75.0,Specific Gravity,All Grain
16196,Irish Red Ale,Irish Red Ale,550.0,1.053,1.013,5.3,21.96,18.81,600.0,80,1.0490000000000002,78.0,Specific Gravity,All Grain
16200,Irish Red (BIAB),Irish Red Ale,26.5,1.054,1.014,5.19,20.19,22.15,30.5,80,1.047,76.0,Specific Gravity,BIAB
16281,Irish Red Alec,Irish Red Ale,22.0,1.057,1.016,5.37,8.53,11.3,11.0,60,1.114,35.0,Specific Gravity,extract
16286,XBMT VIENNA LAGER,Irish Lager,75.0,1.052,1.013,5.13,23.19,10.91,75.0,60,1.052,82.0,Specific Gravity,All Grain
16288,Velfortjent Saison-Original,Irish Pale Ale,20.82,1.085,1.025,7.88,68.42,5.15,28.39,60,1.062,70.0,Specific Gravity,All Grain
16296,Vanilla cream ale - UK version,Irish Cream Ale,20.0,1.043,1.008,4.56,17.86,4.2,6.0,60,1.1440000000000001,35.0,Specific Gravity,Partial Mash
16305,Mix & match,Irish Red Ale,25.0,1.042,1.01,4.13,19.48,9.36,22.0,60,1.048,70.0,Specific Gravity,Partial Mash
